identifier,runeName,abilityIds,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,salvageValueId,enhanceCosts,aura,icon,isTutorialRune,h
Rare_cloakDurationModifierEvent,Rare Cloak Glyph,rune_ability_134_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_cloak_EXP_duration_02.png,,
Rare_dodgeDurationModifier,Rare Evasion,rune_ability_135_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_windWall_duration_02.png,,
Rare_dodgeDurationModifierEvent,Rare Evasion Glyph,rune_ability_136_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_windWall_duration_02_event.png,,
Rare_dragonDoubleExplosiveShieldModifier,Rare Warrior HP,rune_ability_137_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4090,defenseWhelp,rune_warrior_HP_02.png,,
Rare_dragonRageGenerationModifier,Rare Rage,rune_ability_138_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,specialWhelp,rune_rage_strength_02.png,,
Rare_dragonRageGenerationModifierEvent,Rare Rage Glyph,rune_ability_139_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,specialWhelp,rune_rage_strength_02_event.png,,
Rare_dragonXPGainModifier,Rare Wisdom,rune_ability_140_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4090,specialWhelp,rune_EXP_utility_02.png,,
Rare_freezeSpellDurationModifier,Rare Freeze,rune_ability_141_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_freeze_duration_02.png,,
Rare_freezeSpellDurationModifierEvent,Rare Freeze Glyph,rune_ability_142_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_freeze_duration_02_event.png,,
Rare_frenzySpellAttackModifier,Rare Hunter Attack,rune_ability_143_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_hunter_damage_02.png,,
Rare_frenzySpellAttackModifierEvent,Rare Hunter Attack Glyph,rune_ability_144_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_hunter_damage_02_event.png,,
Rare_healDragonAttackModifier,Rare Warrior HP,rune_ability_145_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4090,defenseWhelp,rune_warrior_HP_02.png,,
Rare_healDragonDurationMultiplierModifier,Rare Rejuvenate,rune_ability_146_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_heal_utility_02.png,,
Rare_healDragonDurationMultiplierModifierEvent,Rare Rejuvenate Glyph,rune_ability_147_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_healDragonReduceDamageModifier,Rare Tough Healing,rune_ability_148_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4090,defenseWhelp,rune_rejuvenate_defense_02.png,,
Rare_healingMarkIncreaseModifierKey,Rare Healing Mark,rune_ability_149_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_healingMark_strength_02.png,,
Rare_healingMarkIncreaseModifierKeyEvent,Rare Healing Mark Glyph,rune_ability_150_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_hurricaneDurationModifier,Rare Wind Wall,rune_ability_151_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_windWall_duration_02.png,,
Rare_hurricaneDurationModifierEvent,Rare Wind Wall Glyph,rune_ability_152_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_windWall_EXP_duration_02.png,,
Rare_iceShockSpellDurationModifier,Rare Ice Shock,rune_ability_153_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_freeze_duration_02.png,,
Rare_iceShockSpellDurationModifierEvent,Rare Ice Shock Glyph,rune_ability_154_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,attackWhelp,rune_freeze_duration_02_event.png,,
Rare_invertDurationModifier,Rare Reverse Projectiles,rune_ability_155_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_invert_duration_02.png,,
Rare_invertDurationModifierEvent,Rare Reverse Projectiles Glyph,rune_ability_156_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_lightningChains_EXP_duration_02.png,,
Rare_invincibleSpellDurationModifier,Rare Invincibility,rune_ability_157_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_invincibility_duration_02.png,,
Rare_invincibleSpellDurationModifierEvent,Rare Invincibility Glyph,rune_ability_158_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_cloak_EXP_duration_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_archerTower,Rare Archer Resist,rune_ability_159_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_piercing_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_archerTowerEvent,Rare Archer Resist Glyph,rune_ability_160_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_windWall_EXP_duration_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_ballista,Rare Poison Resist,rune_ability_161_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_piercing_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_ballistaEvent,Rare Poison Resist Glyph,rune_ability_162_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_piercing_defense_02_event.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_cannonTower,Rare Cannon Resist,rune_ability_163_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_blunt_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_cannonTowerEvent,Rare Cannon Resist Glyph,rune_ability_164_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_lightningTower,Rare Lightning Resist,rune_ability_165_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_elemental_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_lightningTowerEvent,Rare Lightning Resist Glyph,rune_ability_166_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_cloak_EXP_duration_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_stormTower,Rare Storm Resist,rune_ability_167_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_elemental_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_stormTowerEvent,Rare Storm Resist Glyph,rune_ability_168_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_elemental_defense_02_event.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_trebuchet,Rare Trebuchet Resist,rune_ability_169_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_blunt_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_trebuchetEvent,Rare Trebuchet Resist Glyph,rune_ability_170_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_reverseDurationModifier,Rare Invert,rune_ability_171_0,dragon,normal,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_invert_duration_02.png,,
Rare_reverseDurationModifierEvent,Rare Invert Glyph,rune_ability_172_0,dragon,event,,,3,rune_salvage_3,runeDust:2500|runeDust:4100,defenseWhelp,rune_lightningChains_EXP_duration_02.png,,
attackGlyph2,Defense Dragon Glyph,rune_ability_173_0|rune_ability_173_1,dragon,event,,,4,rune_salvage_4,runeDust:100|runeDust:1000|runeDust:2000|runeDust:5000,defenseWhelp,rune_EXP_heal_utility_03.png,,
defenseTowerGlyph2,Defense Tower Glyph 2,rune_ability_174_0,monument,event,,,4,rune_salvage_4,runeDust:10|runeDust:100|runeDust:200|runeDust:500,archerDamage,rune_rebuchet_projectiles_damage_03.png,,
Epic_AOESpellDamageIncreaseModifierKey1,Epic Fireball,rune_ability_175_0|rune_ability_175_1,dragon,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_fireball_strength_03.png,,
Epic_AOESpellDamageIncreaseModifierKey1Event,Epic Fireball Glyph,rune_ability_176_0|rune_ability_176_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_windWall_EXP_duration_03.png,,
Epic_AOESpellDamageIncreaseModifierKey2,Epic Fireball,rune_ability_177_0|rune_ability_177_1,dragon,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_fireball_strength_03.png,,
Epic_AOESpellDamageIncreaseModifierKey2Event,Epic Fireball Glyph,rune_ability_178_0|rune_ability_178_1,dragon,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackWhelp,rune_fireball_strength_03_event.png,,
Epic_AOESpellDamageIncreaseModifierKey3,Epic Fireball,rune_ability_179_0|rune_ability_179_1,dragon,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,attackWhelp,rune_fireball_strength_03.png,,
Epic_AOESpellDamageIncreaseModifierKey4,Epic Fireball,rune_ability_180_0|rune_ability_180_1,dragon,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,attackWhelp,rune_fireball_strength_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_archerTower1,Epic Archer Attack,rune_ability_181_0|rune_ability_181_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneArcher,rune_archer_projectiles_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_archerTower1Event,Epic Archer Attack Glyph,rune_ability_182_0|rune_ability_182_1,monument,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneArcher,rune_ballista_projectiles_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_ballista1,Epic Ballista Attack,rune_ability_183_0|rune_ability_183_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,attackRunePoison,rune_ballista_damage_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_cannonTower1,Epic Cannon Attack,rune_ability_184_0|rune_ability_184_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneCannon,rune_cannon_damage_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_cannonTower1Event,Epic Cannon Attack Glyph,rune_ability_185_0|rune_ability_185_1,monument,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneCannon,rune_buildTime_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_lightningTower1,Epic Lightning Attack,rune_ability_186_0|rune_ability_186_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneLightning,rune_lightning_damage_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_lightningTower1Event,Epic Lightning Attack Glyph,rune_ability_187_0|rune_ability_187_1,monument,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneLightning,rune_ballista_projectiles_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_stormTower1,Epic Storm Attack,rune_ability_188_0|rune_ability_188_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneStorm,rune_stormTower_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_stormTower1Event,Epic Storm Attack Glyph,rune_ability_189_0|rune_ability_189_1,monument,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneStorm,rune_stormTower_utility_03_event.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_trebuchet1,Epic Trebuchet Attack,rune_ability_190_0|rune_ability_190_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneTrebuchet,rune_trebuchet_damage_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_trebuchet1Event,Epic Trebuchet Attack Glyph,rune_ability_191_0|rune_ability_191_1,monument,event,,,4,rune_salvage_4,runeDust:12500|runeDust:19600|runeDust:31600,attackRuneTrebuchet,rune_trebuchet_damage_03_event.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier1,Epic Weakening,rune_ability_192_0|rune_ability_192_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier10,Epic Weakening,rune_ability_193_0|rune_ability_193_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier11,Epic Weakening,rune_ability_194_0|rune_ability_194_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier12,Epic Weakening,rune_ability_195_0|rune_ability_195_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier13,Epic Weakening,rune_ability_196_0|rune_ability_196_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier14,Epic Weakening,rune_ability_197_0|rune_ability_197_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier15,Epic Weakening,rune_ability_198_0|rune_ability_198_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier16,Epic Weakening,rune_ability_199_0|rune_ability_199_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier17,Epic Weakening,rune_ability_200_0|rune_ability_200_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier18,Epic Weakening,rune_ability_201_0|rune_ability_201_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier19,Epic Weakening,rune_ability_202_0|rune_ability_202_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier2,Epic Weakening,rune_ability_203_0|rune_ability_203_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier3,Epic Weakening,rune_ability_204_0|rune_ability_204_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier4,Epic Weakening,rune_ability_205_0|rune_ability_205_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier5,Epic Weakening,rune_ability_206_0|rune_ability_206_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier6,Epic Weakening,rune_ability_207_0|rune_ability_207_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier7,Epic Weakening,rune_ability_208_0|rune_ability_208_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier8,Epic Weakening,rune_ability_209_0|rune_ability_209_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDamageToDragonModifier9,Epic Weakening,rune_ability_210_0|rune_ability_210_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffDefense_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier1,Epic Enervating,rune_ability_211_0|rune_ability_211_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier10,Epic Enervating,rune_ability_212_0|rune_ability_212_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier11,Epic Enervating,rune_ability_213_0|rune_ability_213_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier12,Epic Enervating,rune_ability_214_0|rune_ability_214_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier13,Epic Enervating,rune_ability_215_0|rune_ability_215_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier14,Epic Enervating,rune_ability_216_0|rune_ability_216_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier15,Epic Enervating,rune_ability_217_0|rune_ability_217_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier16,Epic Enervating,rune_ability_218_0|rune_ability_218_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier17,Epic Enervating,rune_ability_219_0|rune_ability_219_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier18,Epic Enervating,rune_ability_220_0|rune_ability_220_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
Epic_ballistaPoisonAffectDragonDamageModifier19,Epic Enervating,rune_ability_221_0|rune_ability_221_1,monument,normal,,,4,rune_salvage_4,runeDust:12500|runeDust:19640|runeDust:31630,monumentPoison,rune_ballista_debuffAttack_03.png,,
