identifier,ability,abilityOperator,abilityText,abilityUnit,enhanceValues,h
rune_ability_208_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_209_0,ballistaPoisonAffectDamageToDragonModifier,+,Poison Increases Damage to Dragon,%,0.036|0.042|0.048|0.054,
rune_ability_209_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_210_0,ballistaPoisonAffectDamageToDragonModifier,+,Poison Increases Damage to Dragon,%,0.036|0.042|0.048|0.054,
rune_ability_210_1,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_211_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_211_1,buildingSpecialAttackModifier_lightningTower,+,Lightning Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_212_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_212_1,buildingSpecialAttackModifier_woodFarm,+,Lumber Mill Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_213_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_213_1,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_214_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_214_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_215_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_215_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_216_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_216_1,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_217_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_217_1,buildingAttackModifier_stormTower,+,Increase Storm Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_218_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_218_1,buildingAttackModifier_ballista,+,Increase Ballista Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_219_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_219_1,buildingProductionModifier_hogFarm,+,Increase Sheep Farm production,%,0.008|0.011|0.011|0.011,
rune_ability_220_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_220_1,buildingProductionModifier_woodFarm,+,Increase Lumber Mill production,%,0.008|0.011|0.011|0.011,
rune_ability_221_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_221_1,ballistaPoisonAffectDamageToDragonModifier,+,Poison Increases Damage to Dragon,%,0.021|0.027|0.027|0.027,
rune_ability_222_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_222_1,buildingSpecialAttackModifier_cannonTower,+,Cannon Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_223_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_223_1,buildingSpecialAttackModifier_archerTower,+,Archer Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_224_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_224_1,buildingSpecialAttackModifier_trebuchet,+,Trebuchet Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_225_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_225_1,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_226_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_226_1,buildingSpecialAttackModifier_ballista,+,Ballista Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_227_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_227_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_228_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_228_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_229_0,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.036|0.042|0.048|0.054,
rune_ability_229_1,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_230_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_230_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_231_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_231_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_232_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_232_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_233_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_233_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_234_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_234_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_235_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_235_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_236_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_236_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.013|0.017|0.017|0.017,
rune_ability_237_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_237_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.013|0.017|0.017|0.017,
rune_ability_238_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_238_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_239_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_239_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_240_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_240_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.013|0.017|0.017|0.017,
rune_ability_241_0,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_241_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.013|0.017|0.017|0.017,
rune_ability_242_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_242_1,buildingSpecialAttackModifier_lightningTower,+,Lightning Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_243_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_243_1,buildingSpecialAttackModifier_woodFarm,+,Lumber Mill Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_244_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_244_1,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_245_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_245_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_246_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_246_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_247_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_247_1,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_248_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_248_1,buildingAttackModifier_stormTower,+,Increase Storm Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_249_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_249_1,buildingAttackModifier_ballista,+,Increase Ballista Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_250_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_250_1,buildingProductionModifier_woodFarm,+,Increase Lumber Mill production,%,0.008|0.011|0.011|0.011,
rune_ability_251_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_251_1,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.021|0.027|0.027|0.027,
rune_ability_252_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_252_1,ballistaPoisonAffectDamageToDragonModifier,+,Poison Increases Damage to Dragon,%,0.021|0.027|0.027|0.027,
rune_ability_253_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_253_1,buildingSpecialAttackModifier_cannonTower,+,Cannon Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_254_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_254_1,buildingSpecialAttackModifier_archerTower,+,Archer Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_255_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_255_1,buildingSpecialAttackModifier_trebuchet,+,Trebuchet Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_256_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_256_1,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_257_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_257_1,buildingSpecialAttackModifier_ballista,+,Ballista Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_258_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_258_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_259_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_259_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_260_0,buildingProductionModifier_hogFarm,+,Increase Food Production production,%,0.014|0.017|0.019|0.022,
rune_ability_260_1,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_261_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_261_1,buildingSpecialAttackModifier_lightningTower,+,Lightning Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_262_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_262_1,buildingSpecialAttackModifier_woodFarm,+,Lumber Mill Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_263_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_263_1,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_264_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_264_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_265_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_265_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_266_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_266_1,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_267_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_267_1,buildingAttackModifier_stormTower,+,Increase Storm Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_268_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_268_1,buildingAttackModifier_ballista,+,Increase Ballista Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_269_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_269_1,buildingProductionModifier_hogFarm,+,Increase Sheep Farm production,%,0.008|0.011|0.011|0.011,
rune_ability_270_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_270_1,ballistaPoisonAffectDragonDamageModifier,-,Poison Reduces Dragon Damage,%,0.021|0.027|0.027|0.027,
rune_ability_271_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_271_1,ballistaPoisonAffectDamageToDragonModifier,+,Poison Increases Damage to Dragon,%,0.021|0.027|0.027|0.027,
rune_ability_272_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_272_1,buildingSpecialAttackModifier_cannonTower,+,Cannon Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_273_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_273_1,buildingSpecialAttackModifier_archerTower,+,Archer Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_274_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_274_1,buildingSpecialAttackModifier_trebuchet,+,Trebuchet Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_275_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_275_1,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_276_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_276_1,buildingSpecialAttackModifier_ballista,+,Ballista Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_277_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_277_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_278_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_278_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_279_0,buildingProductionModifier_woodFarm,+,Increase Lumber Production production,%,0.014|0.017|0.019|0.022,
rune_ability_279_1,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_280_0,buildingSpecialAttackModifier_archerTower,+,Archer Tower Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_280_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_281_0,buildingSpecialAttackModifier_archerTower,+,Archer Tower Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_281_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_282_0,buildingSpecialAttackModifier_ballista,+,Ballista Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_282_1,buildingAttackModifier_ballista,+,Increase Ballista Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_283_0,buildingSpecialAttackModifier_ballista,+,Ballista Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_283_1,buildingAttackModifier_ballista,+,Increase Ballista Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_284_0,buildingSpecialAttackModifier_cannonTower,+,Cannon Tower Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_284_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_285_0,buildingSpecialAttackModifier_cannonTower,+,Cannon Tower Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_285_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_286_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_286_1,buildingSpecialAttackModifier_lightningTower,+,Lightning Tower Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_287_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_287_1,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_288_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_288_1,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_289_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_289_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_290_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_290_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_291_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_291_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_292_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_292_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_293_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_293_1,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_294_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
rune_ability_294_1,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_295_0,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.12|0.14|0.16|0.18,
